Time,Booking_ID,Booking_Status,Customer_ID,Vehicle_Type,Pickup_Location,Drop_Location,V_TAT,C_TAT,Canceled_Rides_by_Customer,Canceled_Rides_by_Driver,Incomplete_Rides,Incomplete_Rides_Reason,Booking_Value,Payment_Method,Ride_Distance,Driver_Ratings,Customer_Rating,Vehicle Images
0.961805556,CNR6585703917,Success,CID397507,Auto,HSR Layout,Indiranagar,280,105,,,Yes,Customer Demand,489,Cash,2,4.8,4.4,
0.415972222,CNR3296240325,Success,CID133645,eBike,Whitefield,Hennur,182,100,,,No,,506,Cash,31,3.6,4.9,
0.164583333,CNR8223523166,Driver Not Found,CID437999,Bike,Whitefield,Mysore Road,,,,,,,601,,0,,,
0.929166667,CNR4329982789,Canceled by Customer,CID588544,Bike,Varthur,Ulsoor,,,AC is Not working,,,,241,,0,,,
0.9375,CNR9701922914,Driver Not Found,CID146349,eBike,Padmanabhanagar,Ulsoor,,,,,,,204,,0,,,
0.877777778,CNR3324553934,Canceled by Driver,CID938083,Bike,Jayanagar,Chickpet,,,,Customer was coughing/sick,,,482,,0,,,
0.534722222,CNR3591025608,Success,CID333175,Bike,Malleshwaram,Kadugodi,203,85,,,No,,577,Cash,17,3.4,3.5,
0.704861111,CNR7301600524,Canceled by Customer,CID294615,Auto,KR Puram,Hebbal,,,AC is Not working,,,,892,,0,,,
0.717361111,CNR4776471359,Canceled by Customer,CID479951,eBike,Hosur Road,Jayanagar,,,Driver asked to cancel,,,,674,,0,,,
0.570833333,CNR3700416786,Canceled by Customer,CID160458,Prime SUV,Shivajinagar,Electronic City,,,Change of plans,,,,447,,0,,,
0.7625,CNR5219382157,Canceled by Driver,CID229314,Prime SUV,Basavanagudi,Shantinagar,,,,More than permitted people in there,,,101,,0,,,
0.634027778,CNR4165442717,Driver Not Found,CID746578,eBike,Chamarajpet,Richmond Town,,,,,,,231,,0,,,
0.79375,CNR1759069706,Success,CID943819,Bike,Yeshwanthpur,Indiranagar,231,30,,,No,,172,UPI,5,3.1,3.1,
0.070138889,CNR1998845379,Success,CID587485,Auto,Majestic,Bannerghatta Road,77,60,,,No,,186,UPI,18,3.2,4.3,
0.977083333,CNR7597276757,Driver Not Found,CID788243,Prime SUV,Peenya,Malleshwaram,,,,,,,121,,0,,,
0.867361111,CNR6716480946,Canceled by Driver,CID709344,Mini,Nagarbhavi,Varthur,,,,Customer was coughing/sick,,,255,,0,,,
0.571527778,CNR6482129028,Success,CID367560,Prime SUV,Frazer Town,Sarjapur Road,112,115,,,No,,2109,Cash,2,3.1,4.5,
0.211805556,CNR6666854548,Success,CID956886,Bike,Yelahanka,Hosur Road,42,90,,,No,,415,Cash,4,4.1,3.2,
0.894444444,CNR9333273492,Success,CID604552,Prime Sedan,Chickpet,Majestic,105,115,,,No,,594,UPI,21,4.1,4.6,
0.679861111,CNR3920498221,Driver Not Found,CID266826,Prime Sedan,Electronic City,Shantinagar,,,,,,,984,,0,,,
0.669444444,CNR8705137963,Success,CID925665,Auto,Bellandur,BTM Layout,147,70,,,No,,727,UPI,12,3.1,4.8,
0.476388889,CNR3132012889,Canceled by Driver,CID969345,Auto,Yelahanka,Basavanagudi,,,,Personal & Car related issue,,,848,,0,,,
0.445138889,CNR4759587059,Success,CID274425,Mini,Padmanabhanagar,JP Nagar,231,35,,,No,,997,UPI,40,3.8,3.1,
0.664583333,CNR5983043846,Success,CID608437,Mini,Hebbal,BTM Layout,217,130,,,No,,191,UPI,1,3.3,3.6,
0.127777778,CNR7848570023,Success,CID941682,eBike,Yeshwanthpur,Magadi Road,168,125,,,No,,996,UPI,34,3.3,3.8,
0.65625,CNR1105102697,Driver Not Found,CID657524,Mini,JP Nagar,Ulsoor,,,,,,,218,,0,,,
0.552777778,CNR2784806529,Success,CID264448,Prime Sedan,Magadi Road,Cox Town,301,145,,,No,,342,UPI,13,3.7,3.4,
0.34375,CNR9158255048,Success,CID423833,Prime SUV,Koramangala,Richmond Town,49,105,,,No,,445,Cash,2,5,3.3,
0.575,CNR3074008264,Canceled by Driver,CID490562,Prime SUV,HSR Layout,Kengeri,,,,Personal & Car related issue,,,403,,0,,,
0.342361111,CNR2344843448,Success,CID416862,eBike,Yelahanka,Hennur,133,140,,,No,,327,Cash,39,3.9,4,
0.240277778,CNR3107130785,Success,CID775806,Auto,Rajarajeshwari Nagar,Frazer Town,273,60,,,No,,796,Cash,10,3.4,4.6,
0.011805556,CNR5356461401,Success,CID974686,Bike,Bellandur,Mysore Road,77,85,,,No,,209,Credit Card,27,4.5,4.3,
0.29375,CNR6230414626,Canceled by Customer,CID143850,Prime Sedan,Tumkur Road,Malleshwaram,,,Change of plans,,,,2008,,0,,,
0.677083333,CNR9848023419,Canceled by Customer,CID200911,Auto,Langford Town,Hulimavu,,,Change of plans,,,,255,,0,,,
0.8375,CNR3246542979,Success,CID663499,eBike,Mysore Road,Indiranagar,42,50,,,No,,101,UPI,17,3.4,3.1,
0.130555556,CNR7874049610,Success,CID236414,Prime Plus,Sahakar Nagar,HSR Layout,203,100,,,No,,960,UPI,44,3.2,4.7,
0.536111111,CNR4481374455,Success,CID499189,Prime Plus,Electronic City,Marathahalli,294,105,,,No,,679,UPI,34,4,4.5,
0.565277778,CNR2039847064,Canceled by Driver,CID703018,Bike,Padmanabhanagar,Ramamurthy Nagar,,,,Customer related issue,,,155,,0,,,
0.563194444,CNR7903784728,Success,CID139760,Prime Plus,Kengeri,Sarjapur Road,63,125,,,No,,107,UPI,39,3.3,4.9,
0.513194444,CNR8347955381,Success,CID732747,Bike,Jayanagar,Kengeri,287,25,,,No,,312,UPI,29,4.1,4.4,
0.404166667,CNR6156105428,Driver Not Found,CID478161,Prime Sedan,Richmond Town,Sarjapur Road,,,,,,,666,,0,,,
0.309027778,CNR9122241273,Success,CID562063,Auto,Tumkur Road,Devanahalli,84,135,,,No,,496,Cash,8,4.7,3.6,
0.495138889,CNR3211877735,Success,CID743117,Prime Sedan,Cox Town,HSR Layout,287,70,,,No,,228,Cash,23,4.8,3.4,
0.740277778,CNR9388107682,Canceled by Customer,CID840346,Prime Sedan,Mysore Road,Indiranagar,,,Driver is not moving towards pickup location,,,,216,,0,,,
0.286805556,CNR1998613771,Success,CID884765,eBike,Mysore Road,Chickpet,168,100,,,No,,477,Credit Card,41,3.2,4,
0.338888889,CNR9266238014,Success,CID180424,Prime SUV,RT Nagar,JP Nagar,126,35,,,No,,104,Cash,29,4.2,3,
0.652777778,CNR3178581771,Success,CID406782,Prime SUV,Yeshwanthpur,KR Puram,154,75,,,Yes,Customer Demand,780,UPI,43,3.3,4.4,
0.919444444,CNR6630122956,Success,CID485217,Prime Plus,Shantinagar,Sarjapur Road,70,45,,,No,,488,Cash,42,4.4,3.8,
0.298611111,CNR6481461779,Success,CID418305,eBike,Sahakar Nagar,Sarjapur Road,182,95,,,No,,349,Cash,45,4.3,4.2,
0.054861111,CNR9827470995,Canceled by Customer,CID791004,Auto,Rajajinagar,Hebbal,,,Change of plans,,,,303,,0,,,
0.91875,CNR9098980512,Success,CID778985,Prime Plus,Koramangala,Hennur,196,105,,,No,,203,Cash,39,3.5,3.1,
0.783333333,CNR9114796293,Success,CID377604,Prime SUV,Jayanagar,Shivajinagar,308,120,,,No,,472,Cash,16,3.2,3.7,
0.269444444,CNR1336073950,Success,CID663645,Prime Plus,Marathahalli,Richmond Town,287,115,,,No,,657,UPI,41,4.2,4.8,
0.266666667,CNR9890176683,Success,CID550893,eBike,Kadugodi,Whitefield,203,90,,,No,,747,UPI,16,3.8,4.8,
0.940277778,CNR9246105731,Success,CID411471,Prime Sedan,Magadi Road,Langford Town,210,90,,,No,,114,UPI,36,4.1,4.7,
0.630555556,CNR1263936541,Success,CID206428,Auto,Yeshwanthpur,Rajajinagar,189,75,,,No,,137,UPI,1,4.7,3.7,
0.372916667,CNR7582255360,Success,CID238250,Bike,Ulsoor,Kadugodi,280,25,,,Yes,Vehicle Breakdown,202,Cash,28,3.1,3.4,
0.044444444,CNR8874870004,Success,CID762012,Auto,Bellandur,Koramangala,259,135,,,No,,771,Cash,16,4.6,4.7,
0.943055556,CNR2087486954,Success,CID239020,eBike,Chamarajpet,Kengeri,231,90,,,No,,849,Cash,37,3.8,3,
0.172222222,CNR7237276647,Success,CID123698,Mini,KR Puram,Varthur,35,140,,,No,,402,UPI,45,4.5,5,
0.268055556,CNR4923629923,Canceled by Driver,CID176320,Auto,Jayanagar,Langford Town,,,,More than permitted people in there,,,296,,0,,,
0.575694444,CNR5060999775,Success,CID982967,Auto,Chickpet,Shivajinagar,217,145,,,No,,397,Cash,18,3.5,4.6,
0.597222222,CNR8595494218,Success,CID688235,Auto,Hosur Road,Rajajinagar,154,100,,,No,,290,UPI,17,3.3,4.1,
0.963888889,CNR3929678886,Success,CID797298,eBike,Hennur,KR Puram,105,75,,,No,,264,Cash,27,3.2,3.6,
0.726388889,CNR4672172755,Success,CID129124,Prime Sedan,Banashankari,Whitefield,217,135,,,No,,493,UPI,5,4.3,4.2,
0.250694444,CNR6548861474,Success,CID523299,Bike,Varthur,Magadi Road,280,60,,,No,,139,Cash,31,3.7,3.6,
0.738194444,CNR3096920957,Success,CID738485,Auto,Devanahalli,Indiranagar,280,25,,,No,,2851,UPI,2,3.8,3.4,
0.959722222,CNR6844255970,Canceled by Customer,CID476455,eBike,Ramamurthy Nagar,Tumkur Road,,,Wrong Address,,,,2638,,0,,,
0.745833333,CNR4676885596,Success,CID586363,Mini,Hebbal,Marathahalli,196,105,,,No,,579,Cash,20,3.5,3.6,
0.567361111,CNR8282607088,Success,CID421931,Mini,Jayanagar,Yeshwanthpur,175,145,,,No,,358,Cash,42,4.1,4.6,
0.5,CNR7249326192,Success,CID719773,Bike,Majestic,Rajarajeshwari Nagar,105,110,,,No,,165,UPI,37,3.7,4.5,
0.920833333,CNR5961372525,Driver Not Found,CID339674,Auto,Peenya,Richmond Town,,,,,,,2684,,0,,,
0.06875,CNR5743469846,Success,CID947691,Prime Sedan,Nagarbhavi,Ramamurthy Nagar,301,125,,,No,,145,Credit Card,3,3.6,3.2,
0.261111111,CNR7807535423,Success,CID912142,Prime Plus,Basavanagudi,RT Nagar,70,75,,,No,,336,UPI,13,3.9,3.4,
0.395138889,CNR7127343811,Success,CID440642,Prime SUV,Hulimavu,Sarjapur Road,42,40,,,Yes,Vehicle Breakdown,589,Cash,10,4,4.5,
0.403472222,CNR8143996976,Success,CID263485,Prime Plus,Hulimavu,Richmond Town,70,125,,,No,,184,UPI,19,3.9,4.2,
0.080555556,CNR2731832411,Success,CID838782,Prime SUV,Cox Town,Ramamurthy Nagar,266,80,,,No,,342,Cash,33,4,3.7,
0.979861111,CNR4369876269,Success,CID654749,Prime Sedan,Frazer Town,Bannerghatta Road,63,140,,,No,,358,Credit Card,36,4.6,3.2,
0.106944444,CNR6315774432,Success,CID778590,eBike,Hennur,Kengeri,133,60,,,Yes,Other Issue,206,Cash,17,3.5,4.5,
0.065972222,CNR6359719407,Canceled by Customer,CID132002,Auto,Kammanahalli,Peenya,,,Driver is not moving towards pickup location,,,,336,,0,,,
0.592361111,CNR7333194442,Success,CID563302,Mini,Indiranagar,JP Nagar,217,50,,,Yes,Other Issue,360,UPI,39,5,4.3,
0.722916667,CNR8202988828,Success,CID880766,Prime Plus,Indiranagar,Kadugodi,140,55,,,No,,379,UPI,36,4.5,3.6,
0.628472222,CNR2038802889,Success,CID888203,Prime SUV,Ramamurthy Nagar,Ulsoor,91,80,,,No,,451,Cash,8,3.9,4.7,
0.061111111,CNR2100101481,Canceled by Customer,CID479845,Mini,Rajarajeshwari Nagar,Marathahalli,,,Driver is not moving towards pickup location,,,,2681,,0,,,
0.752083333,CNR5232169923,Canceled by Driver,CID656452,Prime SUV,JP Nagar,Magadi Road,,,,Customer was coughing/sick,,,150,,0,,,
0.441666667,CNR2926147753,Canceled by Driver,CID297119,Prime Sedan,Bellandur,Hosur Road,,,,More than permitted people in there,,,260,,0,,,
0.197916667,CNR8926994709,Success,CID335950,Bike,Ulsoor,Koramangala,175,100,,,No,,830,Cash,17,3.1,3.4,
0.603472222,CNR2362099931,Success,CID233154,Prime Plus,Kengeri,Marathahalli,259,130,,,No,,218,Cash,47,3.5,4.1,
0.843055556,CNR8825504314,Success,CID947173,Bike,Hebbal,Malleshwaram,112,140,,,No,,180,UPI,21,4.6,4.8,
0.773611111,CNR3690929103,Success,CID545970,Prime SUV,Bellandur,Mysore Road,91,105,,,No,,100,UPI,43,3.3,3.7,
0.879861111,CNR7822711041,Success,CID457076,Prime SUV,Rajarajeshwari Nagar,Hulimavu,196,115,,,No,,959,Cash,20,3.6,3.7,
0.4375,CNR2458194211,Canceled by Driver,CID761556,Auto,Ramamurthy Nagar,Yeshwanthpur,,,,Customer was coughing/sick,,,1181,,0,,,
0.067361111,CNR2671538988,Success,CID990226,eBike,Banashankari,Richmond Town,168,85,,,No,,333,Cash,6,3.8,4.6,
0.220138889,CNR1930983760,Success,CID489167,Prime Sedan,KR Puram,Devanahalli,301,110,,,No,,130,UPI,9,4.9,3.3,
0.378472222,CNR1576690644,Success,CID770225,Auto,Indiranagar,Langford Town,161,80,,,No,,144,Cash,10,4.1,3.5,
0.379166667,CNR3696598594,Success,CID422381,Auto,Majestic,Kadugodi,91,85,,,No,,342,UPI,1,4.3,3.9,
0.015972222,CNR8589920790,Canceled by Customer,CID488426,Mini,Malleshwaram,Kammanahalli,,,Driver is not moving towards pickup location,,,,409,,0,,,
0.797916667,CNR8277565872,Success,CID243551,Mini,BTM Layout,Basavanagudi,133,45,,,No,,346,Cash,22,4.2,3.3,
0.975694444,CNR8229656349,Success,CID350287,Mini,Rajajinagar,Kengeri,259,120,,,No,,793,Credit Card,9,3.6,3.8,
0.265972222,CNR7109314308,Success,CID452595,eBike,Rajarajeshwari Nagar,Chickpet,161,95,,,No,,233,UPI,40,3.7,4.1,
0.071527778,CNR9633582377,Canceled by Driver,CID798617,Prime Plus,JP Nagar,Sarjapur Road,,,,Customer was coughing/sick,,,401,,0,,,
0.854166667,CNR7314215778,Success,CID460519,Auto,Malleshwaram,Electronic City,175,55,,,No,,207,UPI,4,4.8,5,
0.442361111,CNR8070363718,Canceled by Driver,CID676697,Prime Sedan,Frazer Town,Indiranagar,,,,Customer was coughing/sick,,,351,,0,,,
0.174305556,CNR7643459345,Success,CID709679,Bike,Ulsoor,KR Puram,140,45,,,No,,402,Cash,2,4.9,3.1,
0.570138889,CNR5920793060,Success,CID374655,Prime Plus,Hennur,KR Puram,175,50,,,No,,624,UPI,38,3.4,4.7,
0.978472222,CNR3558335067,Canceled by Driver,CID994763,Mini,RT Nagar,Electronic City,,,,Customer related issue,,,945,,0,,,
0.817361111,CNR5902195430,Success,CID485857,Prime Sedan,Shantinagar,Hosur Road,56,135,,,No,,295,UPI,28,3.3,3.8,
0.859027778,CNR3989026336,Canceled by Driver,CID739527,Auto,Marathahalli,MG Road,,,,Personal & Car related issue,,,963,,0,,,
0.347222222,CNR7947752424,Canceled by Driver,CID312192,Bike,Rajajinagar,Ramamurthy Nagar,,,,Personal & Car related issue,,,1869,,0,,,
0.59375,CNR5193789377,Success,CID554587,Auto,Majestic,Majestic,35,60,,,No,,134,UPI,16,4.9,4.4,
0.5125,CNR1447068216,Success,CID670988,Prime Plus,Chamarajpet,Hennur,231,140,,,No,,924,UPI,30,4.8,3.6,
0.313888889,CNR2862815650,Success,CID149705,eBike,Nagarbhavi,Sarjapur Road,49,35,,,No,,373,Cash,11,4.7,4.7,
0.689583333,CNR5793649611,Success,CID282183,Auto,Hosur Road,JP Nagar,91,65,,,No,,519,Cash,2,3.5,4.3,
0.202083333,CNR6854201913,Success,CID467155,Bike,Majestic,Langford Town,126,60,,,No,,141,Cash,12,3.6,3.8,
0.948611111,CNR7087492547,Success,CID951895,Bike,RT Nagar,JP Nagar,308,85,,,No,,186,UPI,38,4.1,3.8,
0.099305556,CNR8792365083,Canceled by Driver,CID462303,Prime Plus,Shivajinagar,JP Nagar,,,,Personal & Car related issue,,,218,,0,,,
0.132638889,CNR4160637846,Success,CID955988,Mini,Shantinagar,Magadi Road,98,30,,,No,,803,Cash,14,3.5,4.8,
0.229861111,CNR3717381634,Canceled by Driver,CID384320,eBike,Nagarbhavi,RT Nagar,,,,More than permitted people in there,,,135,,0,,,
0.969444444,CNR3600939753,Success,CID882123,Bike,Devanahalli,Yeshwanthpur,294,45,,,No,,424,Cash,14,4.4,4.2,
0.909027778,CNR5181746297,Canceled by Customer,CID305943,Mini,Chamarajpet,BTM Layout,,,Driver is not moving towards pickup location,,,,1866,,0,,,
0.435416667,CNR7734309821,Canceled by Customer,CID545024,eBike,Electronic City,Hosur Road,,,Driver is not moving towards pickup location,,,,499,,0,,,
0.41875,CNR3264754489,Driver Not Found,CID960832,eBike,Bellandur,MG Road,,,,,,,454,,0,,,
0.586111111,CNR6354004178,Success,CID112187,Prime SUV,Shantinagar,Kammanahalli,56,105,,,No,,242,UPI,44,4.4,4.8,
0.9625,CNR7296216469,Success,CID124038,Mini,Sarjapur Road,Padmanabhanagar,147,135,,,Yes,Customer Demand,442,Cash,43,3.5,5,
0.784027778,CNR1027785146,Canceled by Driver,CID465899,Auto,Hennur,HSR Layout,,,,Personal & Car related issue,,,454,,0,,,
0.625,CNR7895473510,Success,CID573911,Auto,Electronic City,Vijayanagar,210,125,,,No,,253,Cash,9,4,3,
0.967361111,CNR7765648208,Success,CID804711,Auto,Rajajinagar,Chickpet,259,115,,,No,,361,Cash,13,3.2,3.4,
0.620138889,CNR5848221847,Canceled by Customer,CID684645,Mini,Kammanahalli,Majestic,,,Wrong Address,,,,418,,0,,,
0.951388889,CNR2569160184,Canceled by Driver,CID229671,Bike,Padmanabhanagar,Hosur Road,,,,Customer related issue,,,370,,0,,,
0.798611111,CNR6294714720,Canceled by Customer,CID847706,eBike,Whitefield,Hennur,,,Driver asked to cancel,,,,291,,0,,,
0.090277778,CNR3151562230,Success,CID864144,Prime Plus,Koramangala,Yelahanka,182,145,,,Yes,Vehicle Breakdown,105,UPI,16,4.9,3.4,
0.1375,CNR3888627336,Success,CID101545,Mini,Basavanagudi,Marathahalli,259,75,,,No,,1918,Cash,38,3.4,4.3,
0.965972222,CNR6536563208,Success,CID527863,Mini,Chamarajpet,Indiranagar,105,100,,,No,,412,Cash,22,3.9,3.4,
0.825,CNR9221369404,Success,CID153868,Prime SUV,Sahakar Nagar,Kengeri,175,115,,,No,,110,Cash,3,4.4,3.9,
0.910416667,CNR7587397053,Canceled by Driver,CID462242,Mini,JP Nagar,Rajarajeshwari Nagar,,,,Customer related issue,,,187,,0,,,
0.004166667,CNR6987499296,Success,CID819742,Prime Plus,Padmanabhanagar,Rajajinagar,63,60,,,No,,364,Cash,15,3.3,4,
0.78125,CNR5457171323,Success,CID324049,Mini,Hulimavu,Rajarajeshwari Nagar,224,65,,,No,,915,Cash,22,4.6,3.5,
0.865972222,CNR9662064828,Canceled by Customer,CID989204,eBike,Yelahanka,MG Road,,,Driver asked to cancel,,,,746,,0,,,
0.265277778,CNR5777910597,Canceled by Driver,CID663872,Prime SUV,JP Nagar,Shantinagar,,,,More than permitted people in there,,,898,,0,,,
0.161111111,CNR2991513181,Success,CID992348,Auto,Hennur,Padmanabhanagar,175,95,,,No,,305,Cash,2,3.7,3.9,
0.085416667,CNR8692201198,Success,CID842293,Prime SUV,BTM Layout,Richmond Town,42,40,,,No,,214,UPI,17,4.1,3.5,
0.045138889,CNR3016403523,Success,CID800910,Mini,Bellandur,Peenya,161,100,,,No,,434,UPI,35,3.4,4.9,
0.125694444,CNR1593407677,Success,CID142070,Mini,Banashankari,Bellandur,210,145,,,No,,318,UPI,49,4.7,3.3,
0.271527778,CNR4313471304,Driver Not Found,CID217346,Prime Plus,Langford Town,Cox Town,,,,,,,247,,0,,,
0.908333333,CNR4050153436,Success,CID448471,Prime Sedan,Bellandur,Kengeri,175,70,,,No,,207,Cash,17,3.4,3.3,
0.483333333,CNR8141621703,Success,CID461730,eBike,Electronic City,Langford Town,287,125,,,No,,172,Cash,36,3.5,3.5,
0.523611111,CNR2303900695,Success,CID655347,Prime SUV,Chickpet,Sarjapur Road,35,145,,,No,,355,Cash,40,4.5,3.9,
0.997916667,CNR9155782240,Success,CID724071,Prime SUV,Banashankari,Devanahalli,63,45,,,No,,217,Cash,4,4.9,4.9,
0.089583333,CNR2779154048,Success,CID105206,Auto,Hennur,Hennur,133,145,,,No,,394,Cash,4,3.6,3.2,
0.08125,CNR7022469695,Success,CID353156,Mini,Ulsoor,Ramamurthy Nagar,147,100,,,No,,553,Cash,15,4.1,4.8,
0.4875,CNR7814983210,Success,CID553003,Prime Sedan,Peenya,Ulsoor,91,70,,,No,,930,UPI,43,3.8,4.1,
0.042361111,CNR4297020438,Canceled by Customer,CID132154,eBike,Shivajinagar,Hebbal,,,Change of plans,,,,473,,0,,,
0.277083333,CNR5878457606,Success,CID992357,Auto,Bannerghatta Road,MG Road,231,35,,,No,,1164,UPI,18,4.8,3.7,
0.746527778,CNR7981405163,Success,CID638844,Bike,Electronic City,Ramamurthy Nagar,294,65,,,No,,491,Cash,28,4.3,3,
0.836805556,CNR1459522677,Success,CID453698,Prime Sedan,KR Puram,Kadugodi,49,40,,,No,,376,Cash,36,4.5,3.4,
0.384722222,CNR7944506445,Success,CID409821,Auto,Nagarbhavi,Richmond Town,287,30,,,No,,393,Cash,15,4.8,3.2,
0.172916667,CNR3549347253,Driver Not Found,CID475934,eBike,Devanahalli,Hebbal,,,,,,,274,,0,,,
0.697222222,CNR8422419602,Success,CID831503,Prime SUV,Magadi Road,Sahakar Nagar,224,85,,,No,,433,Cash,9,4.9,4.1,
0.859722222,CNR8022592314,Success,CID673757,Bike,Bannerghatta Road,Magadi Road,196,130,,,No,,340,Cash,49,4.7,4.1,
0.50625,CNR7641018528,Success,CID317332,Bike,JP Nagar,RT Nagar,217,55,,,No,,381,UPI,29,4.9,3.5,
0.088194444,CNR9509424303,Success,CID796778,Prime Plus,Majestic,MG Road,175,55,,,No,,295,Credit Card,14,3.5,3.7,
0.684722222,CNR8127313439,Canceled by Driver,CID356015,Prime SUV,JP Nagar,Bannerghatta Road,,,,Customer was coughing/sick,,,494,,0,,,
0.904861111,CNR1899513439,Canceled by Customer,CID151544,Prime SUV,Whitefield,Langford Town,,,Change of plans,,,,240,,0,,,
0.473611111,CNR3457246461,Success,CID293784,Mini,Frazer Town,Hebbal,161,95,,,No,,399,Cash,22,4.2,3.1,
0.982638889,CNR3328257189,Canceled by Driver,CID980629,Bike,Jayanagar,Bellandur,,,,Customer was coughing/sick,,,303,,0,,,
0.371527778,CNR9514979628,Success,CID620964,Bike,Varthur,Ramamurthy Nagar,91,40,,,No,,261,UPI,30,4.8,4.9,
0.032638889,CNR6683059009,Success,CID704893,Prime Sedan,BTM Layout,JP Nagar,70,65,,,No,,340,Debit Card,23,4.9,3.2,
0.238194444,CNR5249945945,Success,CID945925,Prime Plus,Hulimavu,Whitefield,245,140,,,No,,569,Cash,44,4.5,4,
0.259027778,CNR7004499391,Canceled by Customer,CID545922,Prime SUV,KR Puram,Kengeri,,,Change of plans,,,,322,,0,,,
0.030555556,CNR6185886977,Canceled by Driver,CID683200,Prime Sedan,JP Nagar,Bellandur,,,,Customer was coughing/sick,,,279,,0,,,
0.411805556,CNR6190557479,Success,CID586065,eBike,Kadugodi,Langford Town,294,100,,,No,,468,Cash,36,3.1,3.7,
0.904166667,CNR5475627471,Success,CID330754,Bike,JP Nagar,MG Road,252,140,,,No,,121,Cash,14,3.6,3.1,
0.094444444,CNR1931024373,Success,CID137186,Mini,Peenya,Rajarajeshwari Nagar,252,55,,,Yes,Vehicle Breakdown,303,UPI,34,5,4.8,
0.703472222,CNR3737438536,Canceled by Driver,CID363541,Prime Sedan,MG Road,Ulsoor,,,,Personal & Car related issue,,,339,,0,,,
0.313194444,CNR4166236620,Canceled by Customer,CID174499,Prime SUV,Frazer Town,Devanahalli,,,Driver asked to cancel,,,,218,,0,,,
0.291666667,CNR3092150984,Driver Not Found,CID437545,Prime SUV,BTM Layout,Nagarbhavi,,,,,,,486,,0,,,
0.336805556,CNR5785794868,Success,CID982838,Prime Sedan,Majestic,Nagarbhavi,294,65,,,No,,196,UPI,44,4.7,3.3,
0.595138889,CNR3092594393,Success,CID747844,Bike,Electronic City,Kadugodi,301,50,,,No,,532,UPI,1,4.5,3,
0.947916667,CNR8736294385,Success,CID454270,eBike,MG Road,Marathahalli,203,115,,,No,,499,UPI,5,3.6,3.4,
0.800694444,CNR8157928979,Canceled by Driver,CID710399,Prime Sedan,Majestic,KR Puram,,,,Personal & Car related issue,,,642,,0,,,
0.397222222,CNR3416620657,Success,CID686038,Prime Sedan,RT Nagar,Banashankari,238,40,,,No,,1946,UPI,44,4.1,3.9,
0.056944444,CNR5353677897,Canceled by Customer,CID319563,Mini,Rajarajeshwari Nagar,Whitefield,,,AC is Not working,,,,463,,0,,,
0.675,CNR7038990440,Success,CID472797,Prime Plus,KR Puram,BTM Layout,252,75,,,No,,100,Cash,21,3,3.3,
0.559722222,CNR5370106193,Canceled by Driver,CID475279,Prime Plus,Mysore Road,Jayanagar,,,,Customer related issue,,,695,,0,,,
0.931944444,CNR3450602497,Success,CID817999,Auto,Mysore Road,Devanahalli,49,145,,,No,,2129,Credit Card,14,4.5,4.9,
0.70625,CNR4615608754,Success,CID799545,eBike,Sahakar Nagar,Shivajinagar,280,75,,,No,,382,Credit Card,36,4.1,3.8,
0.438194444,CNR9986843921,Canceled by Customer,CID961653,Prime Plus,Cox Town,Chamarajpet,,,Driver asked to cancel,,,,136,,0,,,
0.191666667,CNR2753338754,Success,CID889387,eBike,Padmanabhanagar,Bannerghatta Road,238,140,,,No,,239,Credit Card,48,4.9,3.2,
0.318055556,CNR5528674251,Canceled by Driver,CID993108,Prime SUV,Bellandur,Ramamurthy Nagar,,,,Personal & Car related issue,,,244,,0,,,
0.709027778,CNR7958289091,Canceled by Driver,CID261185,Prime Sedan,Richmond Town,Vijayanagar,,,,Personal & Car related issue,,,225,,0,,,
0.365972222,CNR1663305836,Driver Not Found,CID851834,eBike,Padmanabhanagar,Hennur,,,,,,,744,,0,,,
0.401388889,CNR1685989752,Success,CID472423,eBike,Yelahanka,Hebbal,168,120,,,No,,168,Cash,9,4.9,3.2,
0.547916667,CNR5480403089,Success,CID380453,Prime Plus,Yeshwanthpur,Richmond Town,217,80,,,No,,363,UPI,26,4.3,5,
0.05625,CNR9477095299,Success,CID607468,Mini,Kengeri,RT Nagar,84,65,,,No,,247,Cash,3,4.4,5,
0.429166667,CNR8883541278,Driver Not Found,CID465773,Mini,Sarjapur Road,Chamarajpet,,,,,,,470,,0,,,
0.029166667,CNR3965859566,Success,CID107940,eBike,Shivajinagar,Electronic City,126,55,,,No,,260,Cash,38,4.7,4.7,
0.534027778,CNR2845789701,Driver Not Found,CID482350,eBike,Shantinagar,Rajajinagar,,,,,,,369,,0,,,
0.654166667,CNR6169207766,Driver Not Found,CID724881,Prime Plus,Hebbal,Koramangala,,,,,,,420,,0,,,
0.809722222,CNR8291672496,Canceled by Driver,CID563369,Prime Plus,Koramangala,KR Puram,,,,Customer related issue,,,874,,0,,,
0.120833333,CNR2485427128,Canceled by Driver,CID574875,Prime SUV,Koramangala,Hennur,,,,Customer related issue,,,382,,0,,,
0.349305556,CNR9625639272,Success,CID998960,Auto,Hosur Road,Kammanahalli,168,125,,,No,,945,Cash,2,3.4,3.4,
0.207638889,CNR9498672052,Success,CID351529,Prime SUV,Yeshwanthpur,Koramangala,196,35,,,No,,264,Credit Card,20,3.7,3.3,
0.543055556,CNR2485766659,Success,CID509717,eBike,Sarjapur Road,Bellandur,245,30,,,No,,115,UPI,22,4,5,
